"","X","Marital.status","Application.mode","Application.order","Course","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Nacionality","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"2747",3684,1,18,1,171,1,1,110,1,19,2,5,5,117.7,1,0,1,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,"Not Dropout"
"2748",3685,2,39,1,9147,1,1,160,1,37,37,9,7,110,0,0,0,1,1,0,30,0,0,5,8,2,11,0,0,5,6,4,11.5,0,15.5,2.8,-4.06,"Dropout"
"2749",3686,1,43,1,9003,1,1,120,1,1,1,4,10,134.4,0,0,0,1,1,0,24,0,0,6,7,6,15.7142857142857,0,0,6,10,6,15.9,0,15.5,2.8,-4.06,"Dropout"
"2750",3687,1,1,1,9147,1,1,133.1,1,34,34,0,0,125.3,0,0,0,1,1,0,26,0,11,15,15,11,10.8181818181818,0,12,14,15,11,11.6363636363636,1,7.6,2.6,0.32,"Dropout"
"2751",3688,1,1,1,9147,1,1,132,1,19,38,9,7,119.1,0,0,0,0,1,0,19,0,0,5,16,1,12,0,0,5,6,0,0,0,13.9,-0.3,0.79,"Dropout"
"2752",3689,5,39,1,9238,1,1,130,1,19,38,9,10,146,0,0,0,1,1,0,34,0,0,6,8,5,12.6,0,0,6,11,4,11.25,0,12.4,0.5,1.79,"Not Dropout"
"2753",3690,1,43,1,9130,1,1,130,1,1,1,1,1,130,1,0,0,1,1,0,33,0,0,5,12,1,13,2,0,5,7,3,14,0,9.4,-0.8,-3.12,"Not Dropout"
"2754",3693,1,39,1,9670,1,1,140,1,38,37,7,7,105.2,0,0,0,1,1,0,29,0,0,6,7,1,14,0,0,6,6,0,0,0,16.2,0.3,-0.92,"Dropout"
"2755",3694,1,17,5,9119,1,1,131,1,19,37,9,7,123.3,1,0,0,1,1,1,19,0,0,5,9,5,12.6,0,0,5,8,2,12.5,0,8.9,1.4,3.51,"Dropout"
"2756",3695,1,17,1,171,1,1,129,1,1,1,9,9,124.8,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"2757",3696,1,39,1,9991,0,19,133.1,1,19,37,9,9,149.4,0,0,0,0,1,0,29,0,0,5,11,2,11.3333333333333,0,0,5,9,1,12,0,11.1,0.6,2.02,"Dropout"
"2758",3697,1,43,1,9254,1,1,112,1,37,37,9,9,108.5,0,0,0,1,1,0,21,0,0,6,6,6,12.6666666666667,0,0,6,7,5,11.4,0,9.4,-0.8,-3.12,"Not Dropout"
"2759",3698,1,17,1,9254,1,1,119,1,1,1,4,10,125,0,0,0,1,1,0,19,0,0,6,7,5,10.8,0,0,6,10,2,10.5,0,10.8,1.4,1.74,"Not Dropout"
"2760",3699,1,1,1,9500,1,1,133.1,1,38,38,5,10,101,0,0,0,1,1,0,20,0,0,7,14,5,12.8785714285714,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,"Not Dropout"
"2761",3700,1,1,1,9085,1,1,123,1,3,1,2,5,112.9,0,0,0,1,1,0,18,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"2762",3701,1,17,3,9070,1,1,131,1,38,37,5,5,120.2,1,0,0,1,1,0,18,0,0,6,6,6,12.8333333333333,0,0,6,8,5,11.4,0,15.5,2.8,-4.06,"Not Dropout"
"2763",3702,1,1,1,9147,1,1,120,1,34,34,99,99,111.6,0,0,1,1,1,1,21,0,0,5,5,5,12.6,0,0,5,9,3,12.8333333333333,0,10.8,1.4,1.74,"Not Dropout"
"2764",3703,1,1,1,9147,1,1,125,1,1,1,4,2,134.1,1,0,0,1,1,0,20,0,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,"Dropout"
"2765",3704,1,39,1,9119,1,1,133.1,1,37,37,9,9,101.6,0,0,0,1,1,1,30,0,0,5,11,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"2766",3705,1,18,2,9670,1,1,121,1,37,38,4,1,111.9,1,0,0,1,1,0,19,0,0,6,6,6,14.1666666666667,0,0,6,6,6,14,0,13.9,-0.3,0.79,"Not Dropout"
"2767",3706,1,51,1,9147,1,1,148,1,1,19,9,6,118.4,1,0,0,1,1,0,30,0,0,5,7,5,13.4,0,0,5,7,4,13.25,0,8.9,1.4,3.51,"Dropout"
"2768",3707,1,1,1,9147,1,1,139,1,38,1,5,5,127.1,1,0,0,1,1,1,22,0,0,5,8,5,11.2,0,0,5,13,4,11.25,0,12.7,3.7,-1.7,"Not Dropout"
"2769",3708,1,17,3,171,1,1,125,1,37,37,5,10,120.5,1,0,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,"Not Dropout"
"2770",3711,1,17,4,9085,1,1,137,1,38,38,151,151,141.6,0,0,0,1,1,0,21,0,0,5,7,4,12.25,0,0,5,7,5,12,0,7.6,2.6,0.32,"Not Dropout"
"2771",3712,1,44,1,171,1,39,160,1,19,38,9,9,160,1,0,1,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"2772",3713,1,39,1,9147,1,1,120,1,1,19,4,7,110,0,0,0,1,1,0,27,0,0,5,13,3,10.75,0,0,5,9,3,10.3333333333333,0,15.5,2.8,-4.06,"Dropout"
"2773",3714,1,43,1,33,1,1,134,1,37,37,1,1,100,1,0,0,1,1,0,32,0,0,7,7,0,0,0,0,7,8,0,0,0,13.9,-0.3,0.79,"Dropout"
"2774",3715,1,39,1,9670,1,12,133.1,1,37,1,9,3,120,0,0,1,0,1,0,40,0,0,6,13,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,"Dropout"
"2775",3716,1,1,2,9147,1,1,116,1,37,1,5,3,124.8,1,0,0,1,1,0,20,0,0,5,9,2,14.3333333333333,0,0,5,10,2,12.5,0,7.6,2.6,0.32,"Not Dropout"
"2776",3717,1,44,1,9130,1,39,140,1,4,4,2,10,140,1,0,0,1,1,0,20,0,1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7,"Dropout"
"2777",3718,1,1,3,171,1,1,140,1,37,37,9,9,124.3,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Not Dropout"
"2778",3719,1,43,1,9147,1,1,122,1,1,38,1,7,118.9,0,0,0,1,1,0,21,0,0,5,11,2,10.5,0,0,5,13,0,0,0,12.7,3.7,-1.7,"Dropout"
"2779",3720,1,17,1,9670,1,1,141,1,19,37,5,8,130.2,0,0,0,1,1,0,18,0,0,6,6,6,13.5,0,0,6,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"2780",3721,1,44,1,9003,1,1,120,1,1,3,144,123,120,0,0,0,1,1,0,19,0,0,6,17,1,11,0,0,6,19,0,0,0,16.2,0.3,-0.92,"Not Dropout"
"2781",3723,1,39,1,9003,1,12,133.1,1,19,1,9,1,130,0,0,0,1,1,0,29,0,0,6,17,0,0,2,0,6,8,0,0,0,15.5,2.8,-4.06,"Dropout"
"2782",3724,1,17,2,9119,1,1,137,1,1,1,4,4,130.4,1,0,1,1,1,0,18,0,0,5,10,1,12,0,0,5,7,3,10.6666666666667,2,7.6,2.6,0.32,"Dropout"
"2783",3725,1,1,2,9670,1,1,122,1,1,1,9,9,116.1,1,0,0,1,1,1,18,0,0,5,6,4,12.25,0,0,5,5,5,12.2,0,9.4,-0.8,-3.12,"Dropout"
"2784",3726,1,44,1,9003,1,39,130,1,1,1,3,10,130,0,0,0,1,1,0,22,0,4,10,21,5,11.4,1,2,7,13,6,11.6666666666667,0,15.5,2.8,-4.06,"Dropout"
"2785",3727,1,43,2,9991,0,1,140,1,37,37,5,5,124.3,1,0,0,0,1,0,27,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"2786",3729,1,51,1,8014,0,2,110,1,19,38,9,10,110,0,0,0,1,1,0,42,0,8,12,12,11,14.4545454545455,0,7,11,11,10,14.2,0,11.1,0.6,2.02,"Not Dropout"
"2787",3730,1,1,1,9003,1,1,133.1,1,38,38,4,8,115,0,0,1,1,1,0,21,0,8,12,13,12,14.5384615384615,0,4,12,14,12,14.4615384615385,0,15.5,2.8,-4.06,"Not Dropout"
"2788",3731,1,43,1,9500,1,1,132,1,1,38,7,7,129.6,0,1,0,1,1,0,23,0,0,7,10,6,12.7333333333333,0,0,8,10,7,11.95,0,16.2,0.3,-0.92,"Not Dropout"
"2789",3732,1,51,1,9070,1,1,122,1,38,38,9,9,128.8,1,0,0,1,1,0,21,0,4,12,13,5,13.2,0,4,12,12,4,13.5,0,8.9,1.4,3.51,"Dropout"
"2790",3733,1,1,3,171,1,1,155,1,4,3,1,1,144.2,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,"Not Dropout"
"2791",3734,2,39,1,9238,1,1,120,1,37,37,7,7,134,0,0,0,1,1,1,40,0,0,6,7,6,12.3333333333333,0,0,6,10,4,12.75,0,8.9,1.4,3.51,"Dropout"
"2792",3735,1,43,1,9147,1,1,129,1,19,1,9,5,112,0,0,0,1,1,0,22,0,5,9,9,5,11.2,0,5,9,14,7,11.25,2,12.7,3.7,-1.7,"Dropout"
"2793",3736,1,1,2,9500,1,1,144,1,38,37,9,9,128.8,1,0,0,1,1,0,19,0,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,"Not Dropout"
"2794",3737,1,39,1,9119,1,1,130,1,19,37,9,9,134,0,0,0,1,1,1,24,0,0,5,8,5,11.8333333333333,0,0,5,8,4,14,0,12.7,3.7,-1.7,"Not Dropout"
"2795",3738,1,1,1,9254,1,1,133.1,1,3,1,2,4,125,0,0,0,1,1,0,21,0,0,6,10,5,11.3333333333333,0,0,6,14,2,11.5,0,12.7,3.7,-1.7,"Not Dropout"
"2796",3739,1,17,4,9119,1,1,133,1,3,1,9,3,123.2,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,5,14.6,0,8.9,1.4,3.51,"Not Dropout"
"2797",3741,1,51,1,9670,1,1,133.1,1,3,1,3,10,116.2,0,0,0,1,1,0,24,0,0,6,11,5,12.8571428571429,0,0,6,12,5,13.6666666666667,0,11.1,0.6,2.02,"Dropout"
"2798",3742,1,39,1,9119,1,1,133.1,1,37,19,9,3,123,0,0,0,1,1,1,28,0,0,5,16,3,14.3333333333333,0,0,5,9,5,12.4285714285714,0,9.4,-0.8,-3.12,"Not Dropout"
"2799",3743,1,17,1,9670,1,1,118,1,19,38,7,9,113.5,1,0,0,1,0,1,19,0,0,6,9,5,13.5,0,0,6,6,6,14,0,12.4,0.5,1.79,"Not Dropout"
"2800",3744,1,51,1,9085,1,40,120,1,3,3,4,2,125,0,0,0,1,0,0,28,0,0,6,8,6,14.4285714285714,0,0,6,12,4,15.6,0,11.1,0.6,2.02,"Not Dropout"
"2801",3745,1,17,3,9853,1,1,133.1,1,12,1,4,0,134.8,1,0,0,1,0,0,18,0,0,6,12,0,0,0,0,6,12,0,0,0,7.6,2.6,0.32,"Dropout"
"2802",3746,1,1,1,171,1,1,145,1,3,1,4,3,149.9,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,"Not Dropout"
"2803",3747,1,1,1,9500,1,1,125,1,1,1,4,4,119.8,1,0,0,1,0,1,19,0,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,"Not Dropout"
"2804",3748,1,43,1,9130,1,1,125,1,39,3,3,2,125,1,0,0,1,0,0,21,0,0,5,6,0,0,5,0,5,6,4,13.75,1,10.8,1.4,1.74,"Not Dropout"
"2805",3749,1,1,3,9500,1,1,148,1,1,19,4,5,135.1,1,0,1,1,0,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,13.9,-0.3,0.79,"Dropout"
"2806",3750,1,1,4,9070,1,1,139,1,3,19,1,5,138.3,1,0,0,1,0,0,19,0,0,6,6,6,14.6666666666667,0,0,6,6,6,13.1666666666667,0,9.4,-0.8,-3.12,"Not Dropout"
"2807",3751,1,17,2,9500,1,1,130,1,38,38,7,7,122.5,1,0,0,1,0,0,19,0,0,8,8,7,13.9371428571429,0,0,8,8,7,13.9371428571429,0,10.8,1.4,1.74,"Not Dropout"
"2808",3752,1,1,1,9070,1,1,148,1,3,1,2,10,148,1,0,0,1,0,0,20,0,7,12,12,10,14.7,0,8,12,12,12,14.5833333333333,0,15.5,2.8,-4.06,"Not Dropout"
"2809",3753,1,1,2,9773,1,1,130,1,1,1,9,4,126.2,1,0,0,1,0,0,18,0,0,6,6,6,11.6666666666667,0,0,6,6,5,12.2,0,12.7,3.7,-1.7,"Not Dropout"
"2810",3754,1,43,4,9500,1,6,134,1,37,37,9,9,129.8,1,0,0,1,0,0,20,0,0,7,7,6,14.85,0,0,7,7,6,14.85,0,7.6,2.6,0.32,"Not Dropout"
"2811",3755,1,39,1,9085,1,19,133.1,1,19,37,7,90,104,0,0,0,1,0,0,26,0,0,5,11,1,12,1,0,5,12,0,0,4,10.8,1.4,1.74,"Dropout"
"2812",3757,1,39,1,8014,0,1,130,1,37,37,9,9,120,0,0,0,1,0,0,58,0,0,6,14,5,12.4,0,0,6,10,5,11.6,0,9.4,-0.8,-3.12,"Not Dropout"
"2813",3758,1,1,2,9500,1,1,137,1,1,3,4,3,124.6,0,0,0,1,0,0,18,0,0,7,10,7,13.398,0,0,8,8,8,13.5425,0,15.5,2.8,-4.06,"Not Dropout"
"2814",3759,1,44,1,9085,1,1,130,1,1,1,4,3,130,1,0,0,1,0,0,20,0,0,6,13,5,11.8,0,0,6,19,4,12,0,12.4,0.5,1.79,"Not Dropout"
"2815",3760,1,17,1,9991,0,1,140,1,38,37,6,7,127.3,0,0,0,1,0,0,20,0,0,5,0,0,0,0,0,5,0,0,0,0,11.1,0.6,2.02,"Dropout"
"2816",3761,1,2,1,9147,1,1,150,1,37,37,9,9,122,1,0,0,1,0,0,29,0,13,15,19,13,11.7692307692308,0,12,14,17,14,11.9285714285714,0,9.4,-0.8,-3.12,"Not Dropout"
"2817",3763,1,1,1,9085,1,1,133.1,1,19,38,5,7,110,1,0,0,1,0,1,21,0,0,6,8,6,13.2857142857143,0,0,6,11,6,13,0,11.1,0.6,2.02,"Not Dropout"
"2818",3770,1,1,3,9773,1,1,131,1,1,1,4,4,127.2,1,0,0,1,0,1,18,0,0,6,6,6,13.1666666666667,0,0,6,7,5,13.2,0,12.4,0.5,1.79,"Dropout"
"2819",3771,1,44,1,9130,1,39,140,1,1,19,4,8,140,0,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"2820",3772,1,44,1,9003,1,39,140,1,1,1,4,3,140,1,0,0,1,0,0,20,0,0,6,10,5,11.6666666666667,0,0,6,7,5,12.6,0,12.4,0.5,1.79,"Not Dropout"
"2821",3773,1,1,4,9238,1,1,127,1,1,38,9,7,120.4,1,0,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,7,6,13.4285714285714,0,11.1,0.6,2.02,"Not Dropout"
"2822",3774,1,39,1,9085,1,19,133.1,1,37,37,9,9,100,1,0,1,0,0,1,26,0,0,6,7,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,"Dropout"
"2823",3775,1,1,1,9238,1,1,117,1,1,19,4,7,113.5,1,0,0,1,0,1,18,0,0,6,6,6,13.1666666666667,0,0,6,7,6,14.1428571428571,0,11.1,0.6,2.02,"Not Dropout"
"2824",3776,1,1,1,9085,1,1,150,1,37,37,4,9,132.1,1,0,1,1,0,0,29,0,4,5,11,4,12.5,2,1,5,11,2,12.5,0,12.7,3.7,-1.7,"Dropout"
"2825",3777,1,44,1,9003,1,39,160,1,3,1,2,6,160,1,0,0,0,0,0,20,0,0,6,10,6,13.375,0,0,6,10,6,13,0,16.2,0.3,-0.92,"Not Dropout"
"2826",3778,1,1,1,9070,1,1,128,1,19,2,7,3,126.3,1,0,0,1,0,0,19,0,0,6,6,6,13.1666666666667,0,0,6,6,6,12.6666666666667,0,15.5,2.8,-4.06,"Not Dropout"
"2827",3779,1,44,1,9085,1,39,160,1,1,1,4,4,160,1,0,0,1,0,0,23,0,1,6,12,4,13.4,0,1,6,17,2,13.5,0,12.4,0.5,1.79,"Not Dropout"
"2828",3780,1,43,1,9556,1,1,126,1,2,3,3,2,100,0,0,0,1,0,0,25,0,2,7,10,3,13,0,1,8,10,3,11.6666666666667,4,10.8,1.4,1.74,"Not Dropout"
"2829",3781,1,18,1,9500,1,1,135,1,3,3,1,1,125.8,1,0,0,1,0,0,18,0,0,8,8,7,13.1542857142857,0,0,8,8,7,13.1542857142857,0,10.8,1.4,1.74,"Not Dropout"
"2830",3783,1,17,2,9853,1,1,125,1,1,19,5,5,119.4,1,0,0,1,0,0,18,0,0,7,10,7,12.1428571428571,0,0,7,7,7,13.1428571428571,0,12.4,0.5,1.79,"Not Dropout"
"2831",3784,1,1,2,9500,1,1,106,1,1,19,4,4,106.4,1,0,0,1,0,1,19,0,0,7,9,5,13.34,0,0,7,9,6,12.3857142857143,0,12.4,0.5,1.79,"Not Dropout"
"2832",3786,1,44,1,9003,1,39,150,1,1,38,4,9,150,0,0,0,1,1,1,20,0,0,6,18,3,12,0,0,6,17,3,11.6666666666667,0,15.5,2.8,-4.06,"Not Dropout"
"2833",3787,1,17,2,171,1,1,130,41,1,1,2,3,148.6,1,0,0,1,1,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,"Dropout"
"2834",3789,1,44,1,9003,1,39,130,1,3,1,4,6,130,0,0,0,1,1,0,19,0,0,6,8,5,11.5,0,0,6,11,6,11.3333333333333,0,12.4,0.5,1.79,"Not Dropout"
"2835",3792,1,44,1,9130,1,39,130,1,3,1,3,6,130,1,0,1,1,1,0,20,0,2,6,9,4,11,0,1,6,13,3,10.6666666666667,0,12.4,0.5,1.79,"Dropout"
"2836",3793,1,18,1,9119,1,1,122,1,19,1,90,3,116.1,1,0,1,0,1,0,24,0,0,5,8,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout"
"2837",3794,1,17,1,9773,1,1,128,1,19,38,5,7,125.6,1,0,0,1,1,0,19,0,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,"Dropout"
"2838",3795,1,17,1,9119,1,1,130,1,19,19,7,9,121.3,1,0,0,1,1,0,18,0,0,5,9,1,12,0,0,5,10,2,12,3,7.6,2.6,0.32,"Dropout"
"2839",3797,1,1,1,9254,1,1,126,1,1,19,4,4,116.9,0,0,0,1,1,0,18,0,0,6,8,6,13.5714285714286,0,0,6,7,5,11.8,0,8.9,1.4,3.51,"Not Dropout"
"2840",3798,1,43,2,9670,1,1,135,1,3,19,1,7,123.5,1,0,0,1,1,0,22,0,0,6,12,0,0,0,0,6,6,0,0,0,16.2,0.3,-0.92,"Dropout"
"2841",3799,1,1,1,9670,1,1,141,1,19,38,9,9,130.5,0,0,0,1,1,0,19,0,0,6,8,6,14.25,0,0,6,7,6,13.8571428571429,0,11.1,0.6,2.02,"Not Dropout"
"2842",3800,2,39,1,9085,1,12,133.1,1,1,39,5,3,140,1,0,1,0,0,0,32,0,0,6,7,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,"Dropout"
"2843",3801,1,17,1,9853,1,1,133.1,1,34,19,0,3,117.1,1,0,0,1,0,1,21,0,0,6,12,0,0,0,0,6,12,0,0,0,7.6,2.6,0.32,"Dropout"
"2844",3802,1,18,1,9500,1,1,144,1,37,37,6,6,127.5,1,0,0,1,0,1,19,0,0,8,8,7,13.5428571428571,0,0,8,8,7,13.5428571428571,0,12.7,3.7,-1.7,"Not Dropout"
"2845",3804,1,43,1,8014,0,10,100,1,34,34,0,0,113,1,0,0,1,0,0,30,0,3,9,11,9,12.6666666666667,0,2,7,7,7,12.1428571428571,0,7.6,2.6,0.32,"Not Dropout"
"2846",3805,1,1,1,9147,1,1,135,1,1,19,5,5,130.1,1,0,0,1,0,0,18,0,0,5,10,4,10.75,1,0,5,13,2,10,0,9.4,-0.8,-3.12,"Dropout"
"2847",3806,2,43,1,9991,0,1,130,1,37,37,9,9,110,1,0,0,1,0,0,38,0,4,10,14,4,10.75,0,2,10,10,2,10,0,7.6,2.6,0.32,"Dropout"
"2848",3807,1,1,3,9070,1,1,147,1,34,37,5,7,135.8,1,0,0,1,0,0,20,0,0,6,6,6,13.6666666666667,0,0,6,6,6,13.3333333333333,0,9.4,-0.8,-3.12,"Not Dropout"
"2849",3808,1,39,1,8014,0,19,149,1,34,34,0,0,126.3,0,0,0,1,0,0,55,0,0,6,6,6,13.8333333333333,0,1,6,6,6,12.8333333333333,0,7.6,2.6,0.32,"Not Dropout"
"2850",3809,4,27,1,9070,1,2,130,1,34,34,0,0,130,0,0,0,1,0,0,53,0,15,18,18,17,13.1764705882353,0,13,18,18,16,13,0,7.6,2.6,0.32,"Dropout"
"2851",3810,2,39,1,8014,0,1,120,1,34,34,0,0,104,0,0,0,1,0,0,54,0,0,6,8,4,12.75,0,0,6,12,5,12.6,0,7.6,2.6,0.32,"Dropout"
"2852",3811,1,43,1,9500,1,1,125,1,37,37,9,7,123.6,1,0,0,1,0,1,18,0,0,7,8,5,12.86,0,0,7,8,5,12.86,0,7.6,2.6,0.32,"Not Dropout"
"2853",3812,1,39,1,8014,0,1,133.1,1,37,37,9,8,121,0,0,1,0,0,0,44,0,2,8,12,4,12,2,2,7,9,4,12,2,8.9,1.4,3.51,"Dropout"
"2854",3813,1,43,1,9238,1,1,149,1,37,37,9,6,130.5,1,0,0,1,0,0,28,0,8,11,11,9,11.6666666666667,0,8,11,13,9,12.5555555555556,0,10.8,1.4,1.74,"Not Dropout"
"2855",3814,1,7,1,8014,0,43,180,1,19,19,9,4,180,0,0,0,1,0,0,37,0,12,14,14,14,16.5,0,8,11,11,11,16.9090909090909,0,8.9,1.4,3.51,"Not Dropout"
"2856",3817,1,1,1,9238,1,1,117,1,19,19,9,9,111.8,1,0,0,1,1,0,19,0,0,6,9,4,11.5,0,0,6,12,3,11,0,8.9,1.4,3.51,"Dropout"
"2857",3820,1,39,1,9254,1,1,100,1,3,19,3,5,115,0,0,0,0,1,0,24,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout"
"2858",3822,1,39,1,9003,1,1,160,1,1,38,5,6,168.6,0,0,0,1,1,0,26,0,0,6,9,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,"Dropout"
"2859",3823,1,17,6,9773,1,1,141,1,37,37,5,5,127.7,1,0,0,1,1,0,18,0,0,6,6,6,15.1666666666667,0,0,6,6,6,14.8333333333333,0,9.4,-0.8,-3.12,"Not Dropout"
"2860",3824,1,44,1,9130,1,39,130,1,38,19,9,9,150,0,0,0,1,1,0,24,0,2,6,8,4,11.75,0,1,6,8,2,13.5,0,11.1,0.6,2.02,"Dropout"
"2861",3825,1,1,1,9119,1,1,142,1,1,38,4,3,129.8,1,0,0,1,1,0,18,0,0,5,5,0,0,0,0,5,6,1,15,0,10.8,1.4,1.74,"Not Dropout"
"2862",3826,1,1,1,171,1,1,130,1,1,38,7,8,135.6,1,0,0,1,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,"Dropout"
"2863",3827,1,39,1,9254,1,19,133.1,1,37,37,9,4,100,0,0,0,1,1,0,27,0,0,6,11,3,11.3333333333333,0,0,6,10,3,14.75,0,16.2,0.3,-0.92,"Dropout"
"2864",3829,1,1,1,9119,1,1,129,1,12,1,4,10,124.1,1,0,0,1,1,0,19,0,0,5,10,0,0,0,0,5,10,1,14,3,7.6,2.6,0.32,"Dropout"
"2865",3832,1,17,1,9670,1,1,128,1,37,37,9,9,135.7,1,0,0,1,1,0,19,0,0,6,7,5,13.2,0,0,6,10,5,13.25,0,10.8,1.4,1.74,"Not Dropout"
"2866",3833,1,43,1,9070,1,1,100,1,37,37,9,9,108,1,0,0,1,1,0,34,0,7,12,12,7,11.4285714285714,0,4,12,12,7,11.8571428571429,0,7.6,2.6,0.32,"Not Dropout"
"2867",3834,1,1,1,9238,1,1,116,1,38,19,8,10,110.8,1,0,0,1,1,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,"Dropout"
"2868",3835,1,1,1,9773,1,1,128,1,1,19,4,4,124.5,0,0,0,1,1,1,19,0,0,6,10,4,14,0,0,6,9,6,12.3333333333333,0,9.4,-0.8,-3.12,"Not Dropout"
"2869",3836,2,39,1,9003,1,1,120,1,2,2,1,4,100,0,0,0,1,1,0,30,0,3,12,12,3,12,0,5,12,16,5,11.8,0,15.5,2.8,-4.06,"Dropout"
"2870",3837,1,43,1,9773,1,1,121,1,1,3,9,3,123.8,0,0,0,0,1,0,22,0,0,4,4,0,0,4,0,5,8,3,12,0,10.8,1.4,1.74,"Dropout"
"2871",3838,1,17,1,9147,1,1,137,1,3,38,1,9,131.4,0,0,0,0,1,0,19,0,0,5,13,4,10,0,0,5,7,3,11.3333333333333,0,15.5,2.8,-4.06,"Dropout"
"2872",3839,1,1,1,9147,1,1,115,1,38,1,9,8,118.5,0,0,0,1,1,0,21,0,0,5,9,1,10,0,0,5,10,1,10,0,7.6,2.6,0.32,"Dropout"
"2873",3840,1,1,2,171,1,1,129,1,37,37,9,9,122,1,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Dropout"
"2874",3841,1,1,1,9254,1,1,125,1,37,37,9,9,122.9,0,0,0,1,1,1,19,0,0,6,7,6,11.1666666666667,0,0,6,12,3,11.6666666666667,0,10.8,1.4,1.74,"Not Dropout"
"2875",3842,1,1,1,9238,1,1,125,1,19,38,7,7,118.7,0,0,0,1,1,0,20,0,0,6,12,4,11.75,0,0,6,13,3,11.3333333333333,0,15.5,2.8,-4.06,"Not Dropout"
"2876",3843,1,39,1,9003,1,19,133.1,1,3,1,2,8,100,1,0,0,1,1,0,35,0,0,6,13,3,11.75,0,0,6,10,0,0,0,13.9,-0.3,0.79,"Dropout"
"2877",3844,1,16,2,9147,1,1,131,1,37,37,9,9,135.9,1,0,0,1,1,0,20,0,0,5,8,1,10,0,0,5,7,1,11,0,7.6,2.6,0.32,"Dropout"
"2878",3846,1,39,1,9085,1,12,133.1,1,34,34,99,99,128.2,0,0,1,0,1,0,27,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"2879",3848,1,17,1,9773,1,1,127,1,1,33,3,3,129.8,0,0,0,0,1,0,20,0,0,6,10,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,"Dropout"
"2880",3849,1,39,1,9003,1,1,130,1,37,37,6,6,100,0,0,1,0,1,0,28,0,4,10,19,8,11.8888888888889,0,2,8,17,5,11.6,1,15.5,2.8,-4.06,"Dropout"
